SERIAL,FARE,FAREK,SPEND,SPENDIMPREASON
236618415003,,,,
236618415007,,,,
236618415008,,,,
236618671004,75,,1649,
236618671005,60,,200,
236618671006,80,,100,
236618714001,46,4,,
236618714002,46,4,,
236618714003,55,4,,
236618714007,100,,50,
236618949001,46,4,,
236618949006,83,,565,
236628415001,46,4,,
236628415002,46,4,,
236628415005,55,4,,
236628415007,55,4,,
236628415009,55,4,,
236628415014,,,,
236628415015,55,4,,
236628415016,56,4,,
236628415018,64,4,,
236628415019,46,4,,
236628415020,55,4,,
236628415021,,,,
236628415022,,,,
236628415024,64,4,0,
236628415027,82,4,,
236628415028,55,4,,
236628415029,46,4,,
236628415030,55,4,,
236628415031,46,4,65,
236628415032,82,4,,
236628415033,73,5,515,
236628415034,82,4,,
236628671001,46,4,,
236628671002,56,4,,
236628671003,,,,
236628671004,,,,
236628671005,71,4,,
236628671006,46,4,,
236628671010,55,4,,
236628671013,56,4,,
236628671014,55,4,,
236628671015,46,4,,
236628671016,55,4,,
236628671017,46,4,,
236628671018,55,4,,
236628671021,46,4,,
236628671022,46,4,,
236628671024,46,4,,
236628671025,46,4,65,
236628671026,73,5,215,
236628671027,46,4,615,
236628671028,64,4,,
236628671029,71,4,,
236628671030,55,4,,
236628671031,46,4,,
236628671032,82,4,,
236628671033,55,4,,
236628671034,46,4,,
236628671035,,,,
236628714002,82,4,,
236628714003,82,4,,
236628714004,55,5,,
236628714005,82,4,,
236628714007,55,4,,
236628714010,55,4,,
236628714012,55,4,,
236628714013,64,4,,
236628714014,55,4,,
236628714015,55,4,,
236628714017,55,4,18,
236628714018,55,4,,
236628714019,64,4,,
236628714020,55,4,,
236628714021,55,4,,
236628714023,64,4,815,
236628714024,54,4,,
236628714025,46,4,,
236628714026,46,4,,
236628714027,,,,
236628714028,55,4,,
236628714029,58,5,1765,
236628714030,46,4,,
236628949002,82,4,,
236628949004,46,4,,
236628949005,46,4,,
236628949006,55,4,,
236628949007,46,4,,
236628949009,46,4,,
236628949012,56,4,,
236628949014,,,,
236628949015,,,,
236628949016,46,4,,
236628949017,,,,
236628949018,,,,
236628949019,55,4,,
236628949020,56,4,,
236628949021,55,4,0,
236628949023,55,4,,
236628949028,58,5,,
236628949029,58,5,,
236628949030,56,4,,
236628949031,54,4,50,
236628949032,55,4,,
236628949033,71,4,,
236628949034,62,5,316,
236628971002,56,4,,
236628971003,55,4,,
236628971004,55,4,,
236628971005,55,4,,
236628971006,46,4,,
236628971008,46,4,,
236628971009,55,4,,
236628971011,46,4,,
236628971014,55,5,,
236628971015,71,4,,
236628971016,56,4,,
236628971017,55,4,,
236628971018,56,4,,
236628971019,64,4,,
236628971021,,,,
260018625001,52,4,,
260018625002,52,4,,
260018625003,52,4,,
260018625004,52,4,,
260018625005,52,4,,
260018625006,52,4,,
260018625007,52,4,,
260018625008,52,4,,
260018798001,52,4,,
260018798002,52,4,150,
260018798003,52,4,,
260018798004,52,4,,
260018832001,52,4,,
260018832002,52,4,,
260018832003,52,4,,
260018832004,52,4,,
260018832005,52,4,30,
260018832006,52,4,,
260018878001,52,4,,
260018878002,52,4,,
260018878003,52,4,500,
260018878004,52,4,125,
260118625001,52,4,,
260118625002,52,4,,
260118625003,52,4,,
260118625004,52,4,167,
260118625005,52,4,947,
260118625006,44,4,25,
260118625007,52,4,,
260118625008,52,4,,
260118798001,52,4,,
260118798002,52,4,284,
260118798003,52,4,,
260118798004,,4,,
260118832001,52,4,,
260118832002,52,4,217,
260118832003,52,4,,
260118832004,52,4,,
260118832005,52,4,,
260118878001,52,4,,
260118878002,52,4,,
260118878003,52,4,2759,
260118878004,52,4,2322,
260118878005,52,4,,
260118878006,44,4,2823,
260118878007,,,,
260218463001,90,0,,
260218463002,100,,578,
260218463003,90,0,,
260218463004,110,,500,
260218463005,90,0,,
260218463006,90,0,,
260218463007,90,0,,
260218463008,190,,868,
260218463009,100,,450,
260218463010,100,,750,
260218463011,113,,1700,
260218463012,93,,248,
260218463013,90,0,,
260218847001,90,0,,
260218847002,90,0,,
260218847003,90,0,,
260218847004,50,,375,
260218847005,90,0,,
260218847006,90,0,,
260218847007,90,0,,
260218847008,90,0,,
260218847009,90,0,,
260218847010,56,,152,
260218847011,77,0,216,
260218847012,77,0,415,
260218847013,100,,300,
260218973001,90,0,,
260218973002,65,,150,
260218973003,100,,182,
260218973004,150,,500,
260218973005,90,0,,
260218973006,44,,250,
260218973007,125,,325,
260218973008,101,6,,
260218973009,71,,50,
260218973010,,,,
260218973011,30,,35,
260228463001,77,0,471,
260228463002,63,,400,
260228463003,90,0,,
260228463004,90,0,,
260228463005,90,0,,
260228463006,90,0,,
260228463007,90,0,,
260228463008,90,0,,
260228946001,90,0,,
260228946002,90,0,,
260228946003,90,0,,
260228946004,77,0,249,
260228946005,90,0,,
260228946006,90,0,,
260228946007,90,0,,
260228946008,90,0,,
260228946009,77,0,248,
260238463001,77,0,6,
260238463002,90,0,,
260238463003,77,0,,1
260238463004,90,0,,
260238463005,90,0,,
260238463006,77,0,,1
260238847001,90,0,,
260238847002,90,0,,
260238847003,77,0,,1
260238847004,90,0,,
260238847005,90,0,,
260238934001,90,0,,
260238934002,90,0,,
260238934003,90,0,,
260238934004,90,0,,
260238934005,90,0,,
260238934006,90,0,,
260238973001,90,0,,
260238973002,90,0,,
260238973003,90,0,,
260238973004,90,0,,
260238973005,90,0,,
260238973006,90,0,,
260248934001,90,0,,
260248934002,90,0,,
260248934003,77,0,1821,
260248934004,118,6,130,
260248934005,90,0,,
260248946001,90,0,,
260248946002,77,0,834,
260248946003,90,0,,
260248946004,77,0,636,
260248956001,90,0,,
260248956002,90,0,,
260248956003,90,0,,
260248956004,90,0,,
260248956005,77,0,1852,
260248973001,90,0,,
260248973002,77,0,204,
260248973003,118,6,,
260248973004,90,0,50,
260258463001,90,0,,
260258463002,90,0,300,
260258463003,90,0,,
260258463004,90,0,,
260258463005,90,0,,
260258463006,90,0,,
260258463007,90,0,200,
260258463008,90,0,,
260258463009,90,0,,
260258847001,90,0,5,
260258847002,90,0,,
260258847003,90,0,350,
260258847004,90,0,150,
260258847005,90,0,1500,
260258847006,90,0,,
260258847007,90,0,,
260258847008,90,0,,
260258847009,90,0,,
260258847010,90,0,,
260258946001,90,0,,
260258946002,90,0,,
260258946003,90,0,,
260258946004,90,0,,
260258946005,90,0,,
260258946006,90,0,,
260258946007,90,0,50,
260258946008,90,0,50,
260258946009,90,0,,
260258946010,90,0,,
260258956001,90,0,,
260258956003,90,0,,
260258956004,90,0,911,
260258956005,77,0,2321,
260258956006,90,0,,
260258956007,90,0,,
260258956008,90,0,,
260268847001,90,0,,
260268847002,90,0,,
260268847003,90,0,,
260268847004,90,0,1000,
260268847005,90,0,,
260268847006,90,0,,
260268847007,90,0,,
260268847008,90,0,,
260268847009,90,0,,
260268847010,90,0,,
260268847011,90,0,,
260268847012,90,0,,
260268847013,90,0,10,
260268847014,90,0,750,
260268934001,90,0,,
260268934002,90,0,,
260268934003,90,0,,
260268934005,90,0,700,
260268934006,90,0,,
260268934007,90,0,,
260268934008,90,0,25,
260268934009,90,0,,
260268934010,90,0,,
260268934011,90,0,225,
260268934012,90,0,,
260268956001,90,0,,
260268956002,77,0,1084,
260268956003,90,0,,
260268956004,77,0,1184,
260268956005,90,0,,
260268956006,90,0,,
260268956007,90,0,,
260268956008,90,0,,
260268956009,90,0,1000,
260268956010,90,0,,
260268956011,90,0,,
260268956012,90,0,,
260268956013,77,0,931,
260268956014,90,0,,
260268956015,90,0,,
260268973001,90,0,750,
260268973002,90,0,345,
260268973003,90,0,,
260268973004,90,0,,
260268973005,90,0,,
260268973006,90,0,350,
260268973007,90,0,,
260268973008,90,0,,
260268973009,90,0,868,
260268973010,90,0,,
260268973011,90,0,,
260268973012,90,0,750,
260268973013,90,0,,
260268973014,90,0,,
260318847001,86,5,,
260318847002,86,5,,
260318847003,86,5,,
260318847004,86,5,,
260318847005,73,5,990,
260318847006,86,5,,
260318934001,73,5,963,
260318934002,86,5,,
260318934003,86,5,,
260318934004,86,5,,
260318934005,86,5,,
260318946001,86,5,,
260318946002,86,5,,
260318946003,86,5,,
260318946004,86,5,,
260318946005,73,5,1037,
260318946006,86,5,,
260318956001,73,5,834,
260318956002,73,5,749,
260318956003,86,5,,
260328463002,86,5,,
260328463003,86,5,,
260328463004,86,5,,
260328847001,86,5,,
260328847002,86,5,,
260328847003,86,5,,
260328946001,86,5,,
260328946002,86,5,,
260328946003,86,5,,
260328956001,86,5,,
260328956002,86,5,,
260328956003,86,5,,
260328956004,86,5,,
260338847001,86,5,,
260338847002,86,5,,
260338847003,86,5,,
260338847004,86,5,0,
260338847005,86,5,,
260338847006,86,5,,
260338847007,86,5,500,
260338847008,86,5,,
260338847009,86,5,,
260338946001,86,5,,
260338946002,73,5,1336,
260338946003,86,5,,
260338946004,86,5,,
260338946005,73,5,117,
260338946006,86,5,,
260338946007,86,5,,
260338956001,86,5,,
260338956002,73,5,594,
260338956003,86,5,,
260338956004,86,5,,
260338956005,86,5,,
260338956006,86,5,,
260338956007,86,5,500,
260338956008,73,5,679,
260518312001,65,,104,
260518312002,78,0,,
260518312003,78,0,,
260518312004,78,0,,
260518472001,78,0,,
260518472002,,,,
260518472003,,,,
260518472004,78,0,,
260518726001,78,0,,
260518726002,78,0,,
260518726003,78,0,,
260518726004,78,0,,
260518726005,50,,22,
260518874001,78,0,,
260518874002,83,,600,
260518874003,78,0,,
260518874004,78,0,,
260518952001,78,0,,
260518952002,,,,
260518952003,78,0,,
260518952004,,,,
260528726001,78,0,,
260528726002,78,0,,
260528726003,78,0,,
260528726004,78,0,,
260528874001,78,0,,
260528874002,78,0,,
260528874003,78,0,,
260528906001,78,0,,
260528906002,78,0,,
260528906003,78,0,,
260528952001,78,0,,
260528952002,78,0,,
260528952003,78,0,,
260528952004,78,0,,
260538312001,350,,500,
260538312002,113,,1250,
260538312003,78,0,,
260538312004,78,0,,
260538312005,78,0,,
260538312006,78,0,,
260538312007,78,0,,
260538312008,78,0,,
260538726001,78,0,,
260538726002,78,0,,
260538726003,78,0,,
260538726004,78,0,,
260538726005,78,0,,
260538726006,78,0,,
260538726007,78,0,,
260538952001,78,0,,
260538952002,78,0,,
260538952003,78,0,,
260548312001,78,0,,
260548312002,78,0,,
260548312003,78,0,,
260548312004,78,0,,
260548472001,78,0,,
260548472002,78,0,,
260548472003,66,0,550,
260548726001,88,,1026,
260548726002,78,0,,
260548726003,66,,375,
260548874001,78,0,,
260548874002,78,0,,
260548874003,78,0,,
260548906001,78,0,,
260548906002,78,0,100,
260548906003,78,0,,
260558472001,,,,
260558472002,78,0,,
260558788001,78,0,,
260558788002,78,0,,
260558788003,,,,
260558874001,,,,
260558874002,78,0,22,
260558874003,66,0,706,
260558906001,78,0,,
260558906002,78,0,44,
260558906003,66,0,968,
260558952001,,,,
260558952002,78,0,,
260568472001,78,0,868,
260568472002,78,0,,
260568472003,78,0,,
260568472004,78,0,1250,
260568726001,78,0,500,
260568726002,66,0,400,
260568726003,78,0,500,
260568726004,78,0,,
260568726005,78,0,,
260568788001,78,0,2000,
260568788002,78,0,,
260568788003,78,0,,
260568788004,78,0,,
260568788005,78,0,,
260568874001,78,0,0,
260568874002,78,0,,
260568874003,78,0,1000,
260568874004,78,0,990,
260568874005,78,0,,
260568906001,78,0,1000,
260568906002,78,0,1000,
260568906003,66,0,2793,
260568906004,78,0,,
260568906005,78,0,,
260578472002,78,0,,
260578472003,,,,
260578472004,78,0,,
260578472005,78,0,,
260578474001,78,0,607,
260578474002,78,0,,
260578474003,78,0,,
260578474004,,,,
260578788001,78,0,,
260578788002,78,0,,
260578788003,78,0,,
260578874001,78,0,,
260578874002,78,0,100,
260578874003,,0,1250,
260578906001,78,0,,
260578906002,78,0,,
260578906003,,,,
260588472002,78,0,600,
260588472003,78,0,375,
260588472004,118,6,,
260588472005,78,0,,
260588472006,78,0,625,
260588472007,78,0,,
260588874001,66,0,458,
260588874002,78,0,,
260588874003,78,0,,
260588874004,78,0,,
260588874005,78,0,,
260588874006,78,0,,
260588874007,78,0,,
260588874008,78,0,,
260588906001,66,0,1218,
260588906002,66,0,1409,
260588906003,78,0,,
260588906004,78,0,,
260588906005,66,0,510,
260588906006,78,0,,
260588906007,78,0,,
260598312001,78,0,,
260598312002,78,0,,
260598312003,,,,
260598472001,66,0,1175,
260598472002,66,0,79,
260598472003,78,0,,
260598474001,78,0,15,
260598474002,78,0,,
260598788001,78,0,,
260598788002,66,0,678,
260598788003,66,0,1116,
260598906001,78,0,,
260598906002,78,0,,
262028030003,4,,44,
262028030004,25,0,,
262028030005,25,0,,
262028030006,25,0,,
262028030007,25,0,500,
262028030008,25,0,,
262028030009,25,0,,
262028030010,25,0,,
262028030011,25,0,,
262028030012,25,0,,
262028030013,25,0,,
262028206001,21,0,663,
262028206002,25,0,250,
262028206003,25,0,,
262028206004,25,0,57,
262028206005,25,0,,
262028206006,25,0,,
262028206007,25,0,,
262028206008,,,,
262028206009,25,0,400,
262028206010,25,0,1500,
262028206014,25,0,,
262028206015,25,0,,
262028273002,25,0,,
262028273003,31,,250,
262028273004,35,,1250,
262028273005,25,0,,
262028273006,25,0,,
262028273007,25,0,,
262028273008,25,0,,
262028273009,25,0,,
262028273010,25,0,,
262028273011,25,0,,
262028273012,25,0,,
262028273013,25,0,,
262028273014,25,0,,
262028273015,25,0,,
262028273016,25,0,,
262028273017,25,0,,
262028669001,21,0,398,
262028669002,25,0,,
262028669003,25,0,,
262028669004,25,0,,
262028669005,25,0,1250,
262028669006,25,0,,
262028669007,25,0,,
262028669008,25,0,,
262028669009,25,0,,
262028669010,20,,1000,
262028844001,25,0,,
262028844002,25,0,,
262028844003,25,0,300,
262028844004,25,0,,
262028844005,,0,225,
262028844006,25,0,,
262028844007,25,0,,
262028844008,21,0,100,
262028844009,21,0,381,
262028844010,118,6,,
262028844011,25,0,80,
262028844012,25,0,,
262028844013,25,0,,
262028844014,118,6,,
262028844015,25,0,,
262038185001,118,6,100,
262038185002,25,0,400,
262038185003,118,6,0,
262038185004,118,6,50,
262038185005,118,6,100,
262038185006,118,6,200,
262038206001,,,,
262038206002,25,0,,
262038206003,25,0,,
262038206004,25,0,,
262038206005,,,,
262038206006,25,0,,
262038206007,118,6,25,
262038206008,118,6,20,
262038206009,118,6,30,
262038206010,25,0,,
262038206012,11,,70,
262038206013,33,,,
262038206014,25,0,,
262038206015,25,0,,
262038206016,25,0,,
262038273003,25,0,,
262038273004,25,0,,
262038273005,25,0,,
262038273006,,,,
262038273007,25,0,,
262038273008,30,,750,
262038273009,33,,1000,
262038273010,25,0,,
262038273011,25,0,,
262038273012,25,0,,
262038273013,25,0,,
262038273014,25,0,,
262038844001,25,0,,
262038844002,25,0,125,
262038844003,118,6,55,
262038844004,25,0,,
262038844005,25,0,,
262038844006,118,6,80,
262038844007,25,0,,
262038844008,25,0,,
262038975002,25,0,,
262038975003,45,,250,
262038975004,,,,
262038975005,25,0,,
262038975006,25,0,,
262048185001,25,0,,
262048185002,21,0,413,
262048185004,21,0,3500,
262048185005,118,6,25,
262048185007,25,0,,
262048185008,25,0,,
262048185009,21,0,425,
262048185010,21,0,400,
262048185012,25,0,,
262048185013,25,0,,
262048185014,25,0,,
262048185015,25,0,,
262048185016,25,0,,
262048185017,25,0,,
262048185018,25,0,,
262048185019,25,0,,
262048185021,50,,1000,
262048298002,25,0,,
262048298003,25,0,,
262048298005,25,0,174,
262048298006,,,,
262048298010,25,0,,
262048298011,25,0,,
262048808001,25,0,,
262048808002,21,0,6000,
262048808003,25,0,,
262048808004,21,0,154,
262048808005,,,,
262048808006,21,0,250,
262048808007,25,0,,
262048808008,25,0,,
262048808009,,,,
262048808010,25,0,,
262048808011,25,0,,
262048808012,25,0,,
262048808013,21,0,200,
262048808014,25,0,,
262048808015,25,0,100,
262048844001,21,0,100,
262048844002,25,0,,
262048844003,25,0,,
262048844004,25,0,100,
262048844005,25,0,,
262048844006,21,0,3694,
262048844007,118,6,78,
262048844008,118,6,90,
262048844009,25,0,,
262048844010,21,0,250,
262048844011,25,0,,
262048844012,,,,
262048844013,17,,434,
262048844014,118,6,61,
262048844015,25,0,,
262048844016,25,0,230,
262048844017,,,,
262058273002,25,0,,
262058273003,25,0,,
262058273004,25,0,,
262058273005,50,,650,
262058273006,,,,
262058273010,25,0,,
262058273011,25,0,,
262058273012,42,,600,
262058273013,21,,350,
262058273014,25,0,,
262058273015,25,0,,
262058273016,25,0,,
262058273017,40,,500,
262058273018,25,0,,
262058273019,25,0,,
262058273020,25,0,,
262058273021,25,0,,
262058298004,25,0,,
262058298009,25,0,,
262058298011,25,0,,
262058298012,25,0,,
262058298014,25,0,,
262058298015,118,6,0,
262058298017,25,0,,
262058298019,118,6,0,
262058298020,25,0,0,
262058298021,25,0,,
262058298022,,,,
262058298023,25,0,,
262058298026,25,0,434,
262058298027,,,,
262058298028,25,0,,
262058298029,25,0,,
262058298031,20,,260,
262058298032,25,0,,
262058298033,25,0,,
262058688002,25,0,250,
262058688003,25,0,150,
262058688008,,,,
262058688012,25,0,,
262058688013,25,0,,
262058688014,,,,
262058688015,4,,150,
262058688017,22,,300,
262058688023,118,6,452,
262058688024,,,,
262058845003,25,0,700,
262058845012,25,0,,
262058845015,,,,
262058845016,25,0,50,
262058845017,118,6,25,
262058845019,,,,
262068273001,118,6,,
262068273002,118,6,,
262068273003,,0,,
262068273004,,0,,
262068273009,,,,
262068273010,6,,7,
262068273011,25,0,,
262068273012,25,0,,
262068273013,25,0,,
262068669002,25,0,,
262068669003,25,0,,
262068669004,25,0,,
262068669006,25,0,,
262068699002,38,,250,
262068699003,25,0,,
262068699004,25,0,,
262068808001,101,6,,1
262068808002,118,6,0,
262068808003,118,6,0,
262068808004,118,6,0,
262068808005,21,0,366,
262068808006,,0,,
262068844001,25,0,,
262068844002,118,6,52,
262068844003,118,6,,
262068844004,118,6,52,
262068844005,25,0,,
262068844006,25,0,,
262068844007,,0,,
262068844008,,0,,
262068844012,11,,400,
262068844013,25,0,,
262068844014,25,0,,
262078030001,25,0,0,
262078030002,21,0,249,
262078030003,25,0,,
262078030004,25,0,600,
262078030005,25,0,,
262078030006,25,0,,
262078030007,25,0,,
262078185002,25,0,100,
262078185003,20,,0,
262078185004,9,,143,
262078185005,25,0,,
262078185006,25,0,,
262078185007,25,0,,
262078185008,8,,500,
262078185009,25,0,,
262078185010,25,0,,
262078185012,32,,400,
262078185013,68,,500,
262078185014,25,0,,
262078185015,25,0,,
262078808001,25,0,,
262078808002,21,0,353,
262078808003,25,0,500,
262078808004,25,0,200,
262078808005,25,0,,
262078808006,25,0,10000,
262078808007,25,0,150,
262078808008,118,6,0,
262078844002,25,0,,
262078844003,,0,100,
262078844004,9,,187,
262078844005,,,,
262078844006,,,,
262078844007,25,0,,
262078844008,25,0,,
262078844009,25,0,,
262078844010,25,0,,
262078844012,25,0,,
262078844013,25,0,,
262078844014,25,0,,
262078844016,20,,174,
262078844017,25,0,,
262078844018,55,,300,
262078844019,25,0,,
262078975001,25,0,,
262078975002,21,0,303,
262078975003,,,,
262078975004,25,0,100,
262078975005,25,0,,
262078975006,101,6,,1
262078975008,,,,
262078975009,50,,120,
262078975010,25,0,0,
262078975011,,,,
262078975012,,,,
262078975013,8,,387,
262078975014,,,,
262078975015,,,,
262078975016,21,0,143,
262078975017,21,0,883,
262078975018,25,0,,
262078975019,101,6,159,
262088273001,25,0,,
262088273002,25,0,,
262088273003,25,0,,
262088273004,25,0,,
262088273005,25,0,,
262088273006,25,0,,
262088273007,25,0,,
262088273008,22,,167,
262088273009,30,,300,
262088273010,6,,100,
262088273011,21,0,292,
262088273012,33,,325,
262088688001,25,0,,
262088688002,25,0,2000,
262088688003,25,0,,
262088688004,25,0,174,
262088800001,35,,150,
262088800002,21,0,390,
262088800003,6,,175,
262088800005,25,0,,
262088800006,25,0,,
262088800007,25,0,,
262088800008,25,0,,
262088844001,25,0,,
262088844002,25,0,,
262088844003,25,0,,
262088844004,25,0,,
262088844005,25,0,,
262088844006,25,0,10,
262088844008,21,0,576,
262088844009,8,,83,
262088844010,8,,67,
262088844013,25,0,,
262088844014,118,6,50,
262088975001,25,0,,
262088975002,25,0,,
262088975003,25,0,,
262088975004,25,0,,
262088975005,25,0,,
262088975006,25,0,,
262088975007,25,0,,
262108030001,118,6,200,
262108030002,118,6,150,
262108030003,25,0,,
262108030004,118,6,20,
262108030005,118,6,134,
262108030006,,0,,
262108030008,25,0,,
262108206002,,,,
262108206003,,,,
262108206004,,,,
262108206005,25,0,,
262108206008,118,6,43,
262108206009,,0,,
262108206010,25,0,,
262108206011,25,0,,
262108669001,118,6,0,
262108669002,118,6,0,
262108669003,118,6,0,
262108669004,118,6,0,
262108669005,,0,,
262108669007,25,0,,
262108669008,25,0,,
262108669010,28,,1500,
262108669012,25,0,,
262108669013,,,,
262108669014,,0,,
262108669015,18,,500,
262108800001,25,0,,
262108800002,25,0,,
262108800003,25,0,,
262108800004,25,0,,
262108800005,,,,
262108800006,25,0,,
262108800007,25,0,38,
262108800008,25,0,,
262108800009,118,6,,
262108800010,118,6,,
262108800011,,0,,
262108800013,25,0,,
262108800014,25,0,,
262108800016,,,,
262108800017,25,0,,
262108800018,25,0,,
262108800021,25,0,,
262108800022,25,0,,
262108800023,25,0,,
262108800024,25,0,,
262108975001,25,0,,
262108975002,25,0,,
262108975003,25,0,,
262108975004,101,6,,1
262108975005,25,0,,
262108975006,,0,,
262108975007,,,,
262108975008,25,0,,
262108975009,25,0,,
262228206001,25,0,,
262228206002,25,0,,
262228206003,25,0,1500,
262228206004,25,0,250,
262228206005,118,6,20,
262228206006,118,6,30,
262228206008,1,,650,
262228206009,25,0,,
262228206010,100,,1200,
262228206011,25,,1667,
262228800001,118,6,0,
262228800002,21,0,711,
262228800003,25,0,,
262228800004,25,0,,
262228800005,25,0,400,
262228800007,25,0,,
262228800008,118,6,26,
262228808001,25,0,,
262228808002,25,0,,
262228808003,25,0,,
262228808004,25,0,,
262228808005,25,0,,
262228808006,18,,250,
262228808007,25,0,,
262228808008,25,0,,
262228844001,25,0,600,
262228844002,25,0,750,
262228844003,25,0,,
262228844004,,,,
262228844005,,,,
262228844006,21,0,390,
262228844007,118,6,30,
262228844008,118,6,52,
262228844009,25,0,,
262228844010,25,0,,
262228975002,25,0,,
262228975003,21,0,1808,
262228975004,,,,
262228975005,25,0,,
262228975006,91,,160,
262238030001,25,0,100,
262238030002,25,0,,
262238273001,25,0,,
262238273002,25,0,,
262238273003,25,0,,
262238273004,25,0,,
262238273005,118,6,,
262238273006,118,6,,
262238273007,25,0,,
262238273008,25,0,,
262238273009,25,0,,
262238273011,25,0,,
262238273012,25,0,,
262238273013,25,0,,
262238273014,25,0,,
262238669001,17,,567,
262238669002,25,0,,
262238688001,25,0,,
262238688003,25,0,,
262238688004,25,0,,
262238688005,25,0,,
262238688006,25,0,,
262238800001,25,0,,
262238800002,25,0,,
262238800003,25,0,600,
262238845001,25,0,,
262238845002,25,0,,
262238845003,118,6,10,
262238845004,,,,
262238845005,25,0,,
262238845006,,,,
262238845007,25,0,,
262238845008,25,0,,
262238845009,25,0,,
262238845010,25,0,,
262248030001,25,0,200,
262248030002,25,0,600,
262248030003,19,,400,
262248030004,19,,212,
262248030005,33,,112,
262248030006,25,0,,
262248030007,25,0,,
262248030008,13,,1375,
262248030009,25,0,,
262248030010,19,,393,
262248273001,,,,
262248273002,25,0,174,
262248273004,25,0,,
262248273005,25,0,,
262248298001,118,6,0,
262248298002,25,0,,
262248298003,23,,400,
262248298004,22,,152,
262248298005,25,0,,
262248298006,20,,289,
262248298007,,,,
262248298009,18,,174,
262248298010,25,0,,
262248298011,13,,87,
262248298012,35,,304,
262248669001,18,,450,
262248669002,13,,175,
262248669003,,,,
262248669004,65,,87,
262248669005,20,,250,
262248669006,22,,333,
262248669007,25,0,,
262248669008,,,,
262248669009,17,,450,
262248699001,25,0,167,
262248699002,118,6,50,
262248699003,25,0,,
262248699004,25,0,0,
262248800002,25,0,434,
262248800003,118,6,,
262248800004,,,,
262248800005,,,,
262248800006,118,6,180,
262248800007,17,,72,
262248800008,25,0,,
262248800013,,,,
262248800014,12,,121,
262248800015,18,,333,
262248800016,17,,578,
262248800019,25,0,,
262248800020,25,0,,
262248800021,,,,
262248800023,50,,87,
262248800024,8,,347,
262258669001,,0,,
262258669002,,0,,
262258669004,20,,400,
262258669005,25,0,,
262258688001,101,6,,1
262258688002,118,6,,
262258688003,,0,,
262258688004,25,0,,
262258688005,25,0,500,
262258699001,25,0,,
262258699002,25,0,,
262258699003,118,6,730,
262258699004,118,6,261,
262258699005,,0,,
262258699006,,0,,
262258699007,,,,
262258800001,118,6,,
262258800002,118,6,,
262258800003,118,6,,
262258800004,118,6,0,
262258800005,,0,,
262258800006,,0,,
262258975002,25,0,,
262258975003,23,,500,
262258975004,101,6,,1
262418030003,26,0,,
262418030004,12,,400,
262418206001,118,6,150,
262418206002,,,,
262418206003,,,,
262418206004,26,0,,
262418273009,,,,
262418273010,,,,
262418273011,26,0,,
262418273012,26,0,,
262418273013,26,0,,
262418273014,26,0,,
262418845001,26,0,,
262418845002,,,,
262418845003,,,,
262418845004,26,0,,
262418845005,,,,
262418845006,118,6,0,
262418845007,26,0,,
262418845016,26,0,,
262418975001,,,,
262418975002,26,0,,
262418975003,,,,
262418975004,,,,
262418975005,26,0,,
262418975006,26,0,,
262418975007,,,,
262418975008,26,0,,
262418975009,,,,
262418975010,101,6,,1
262418975011,,,,
262418975012,,,,
262418975013,,,,
262418975014,,,,
262418975015,,,,
262418975016,,,,
262418975017,,,,
262418975018,,,,
262418975020,26,0,,
262418975021,26,0,,
262418975022,26,0,,
262418975023,26,0,,
262418975024,26,0,,
262428030001,26,0,,
262428030002,26,0,,
262428030003,26,0,,
262428030004,,,,
262428030005,26,0,22,
262428030006,,,,
262428030007,118,6,0,
262428273002,13,,200,
262428273003,26,0,,
262428273004,23,,200,
262428273005,26,0,,
262428273006,26,0,,
262428273007,26,0,,
262428273008,20,,350,
262428273009,26,0,,
262428273010,26,0,,
262428273011,,,,
262428273012,26,0,,
262428688001,26,0,250,
262428688002,26,0,,
262428688003,118,6,0,
262428688005,26,0,,
262428688006,26,0,,
262428688007,26,0,,
262428688008,26,0,,
262428688009,26,0,,
262428688010,26,0,,
262428688011,60,,500,
262428688012,26,0,,
262428688013,26,0,,
262428688014,26,0,,
262428808002,26,0,,
262428808003,21,,,
262428808004,26,0,,
262428808005,26,0,,
262428808006,,,,
262428808007,26,0,,
262428808008,26,0,,
262428808009,26,0,,
262428808010,,,,
262428808011,26,0,,
262428808012,,,,
262428808013,26,0,,
262428808014,26,0,,
262428808015,26,0,,
262428975001,,,,
262428975002,26,0,,
262428975003,26,0,,
262428975004,26,0,,
262428975005,22,0,104,
262428975006,101,6,,1
262438030001,22,0,60,
262438030002,118,6,0,
262438030003,19,,175,
262438030004,26,0,,
262438030005,26,0,,
262438030006,26,0,,
262438273001,,,,
262438273002,118,6,,
262438273003,118,6,,
262438273004,,,,
262438273005,26,0,,
262438273006,25,,100,
262438273007,17,,67,
262438273008,26,0,,
262438273009,26,0,,
262438273010,,,,
262438273011,25,,175,
262438273012,26,0,,
262438298002,22,,868,
262438298003,70,,694,
262438298004,43,,1085,
262438298005,,,,
262438298006,,,,
262438298007,26,0,,
262438688001,26,0,1519,
262438688002,26,0,,
262438688003,26,0,,
262438688004,26,0,400,
262438688005,,,,
262438688006,,,,
262438688007,118,6,10,
262438688008,16,,300,
262438688009,26,0,150,
262438688011,26,0,,
262438699001,26,0,1250,
262438699002,26,0,1302,
262438699003,,,,
262438699004,,,,
262438699005,118,6,40,
262438699006,26,0,,
